Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M11;7.889
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M10;18.005
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M09;13.909
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M08;20.107
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M07;16.790
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M06;8.080
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M05;3.451
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M04;3.226
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M03;2.832
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M02;2.130
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2021M01;2.004
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M12;3.063
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M11;963
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M10;4.473
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M09;6.222
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M08;15.335
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M07;15.966
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M06;4.448
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M05;462
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M04;.
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M03;1.553
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M02;5.209
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2020M01;5.474
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M12;15.081
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M11;12.020
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M10;14.708
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M09;11.992
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M08;18.438
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M07;14.849
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M06;12.846
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M05;10.708
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M04;11.659
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M03;7.868
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M02;3.959
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2019M01;3.164
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M12;11.831
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M11;9.570
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M10;11.679
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M09;10.398
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M08;16.285
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M07;12.054
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M06;9.494
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M05;8.570
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M04;11.084
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M03;8.715
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M02;3.887
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2018M01;3.370
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M12;13.913
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M11;9.824
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M10;14.462
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M09;16.593
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M08;19.397
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M07;17.609
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M06;13.291
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M05;12.551
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M04;16.700
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M03;8.721
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M02;4.889
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Total;2017M01;3.538
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M10;12.470
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M09;13.592
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M08;24.101
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M07;18.310
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M06;8.756
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M05;9.880
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M04;8.879
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M03;8.971
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M02;4.753
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2024M01;5.261
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M12;14.361
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M11;10.445
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M10;12.700
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M09;11.702
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M08;17.815
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M07;15.465
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M06;10.165
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M05;9.651
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M04;12.595
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M03;8.356
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M02;6.707
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2023M01;5.709
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M12;11.827
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M11;9.014
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M10;14.624
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M09;12.591
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M08;18.900
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M07;14.337
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M06;10.935
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M05;9.427
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M04;14.232
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M03;6.819
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M02;5.484
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2022M01;3.859
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M12;9.961
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M11;7.460
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M10;17.374
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M09;12.935
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M08;19.082
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M07;15.871
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M06;7.823
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M05;3.281
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M04;3.146
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M03;2.753
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M02;2.120
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2021M01;1.914
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M12;3.029
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M11;.
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M10;4.371
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M09;6.134
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M08;15.020
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M07;15.572
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M06;4.439
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M05;.
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M04;.
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M03;1.537
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M02;5.011
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2020M01;5.286
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M12;14.351
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M11;11.581
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M10;13.970
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M09;10.902
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M08;16.760
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M07;12.625
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M06;11.547
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M05;9.538
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M04;10.901
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M03;7.557
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M02;3.720
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2019M01;3.104
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M12;11.394
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M11;9.247
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M10;11.064
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M09;9.245
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M08;14.513
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M07;10.427
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M06;8.713
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M05;7.792
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M04;10.110
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M03;8.470
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M02;3.783
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2018M01;3.313
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M12;13.442
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M11;9.540
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M10;12.793
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M09;12.959
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M08;16.367
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M07;14.865
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M06;11.054
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M05;8.842
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M04;14.637
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M03;8.541
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M02;4.797
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en España;2017M01;3.430
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M10;2.185
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M09;3.144
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M08;2.576
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M07;3.788
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M06;5.147
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M05;9.553
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M04;6.849
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M03;814
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M02;411
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2024M01;686
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M12;570
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M11;532
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M10;5.379
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M09;7.832
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M08;7.403
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M07;7.857
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M06;1.856
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M05;1.832
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M04;5.055
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M03;1.210
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M02;358
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2023M01;391
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M12;599
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M11;791
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M10;1.442
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M09;2.190
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M08;1.611
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M07;2.187
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M06;1.651
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M05;1.847
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M04;726
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M03;632
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M02;284
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2022M01;311
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M12;324
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M11;429
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M10;631
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M09;974
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M08;1.025
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M07;919
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M06;258
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M05;170
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M04;79
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M03;79
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M02;10
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2021M01;89
Total Nacional;15 Navarra, Comunidad Foral de;Viajero;Residentes en el Extranjero;2020M12;34
